week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews,genre,cast,creative_team,first_preview,opening_date,closing_date,run_number,is_revival,tony_nominations,tony_wins,has_pulitzer,has_drama_desk_win,awards_detail
2022-12-25,,,& Juliet,Stephen Sondheim Theatre,"$927,232.60 ",,$133.86 ,$323.00 ,"6,927","1,026",96.45%,7,0,,,,,,,1,0,,,,,
2023-01-01,,,& Juliet,Stephen Sondheim Theatre,"$1,639,788.20 ",,$177.29 ,$347.00 ,"9,249","1,026",100.16%,9,0,,,,,,,1,0,,,,,
2023-01-08,,,& Juliet,Stephen Sondheim Theatre,"$1,123,455.30 ",,$137.83 ,$323.00 ,"8,151","1,026",99.31%,8,0,,,,,,,1,0,,,,,
2023-01-15,,,& Juliet,Stephen Sondheim Theatre,"$1,170,298.90 ",,$146.71 ,$323.00 ,"7,977","1,026",97.19%,8,0,,,,,,,1,0,,,,,
2023-01-22,,,& Juliet,Stephen Sondheim Theatre,"$1,039,379.30 ",,$130.15 ,$323.00 ,"7,986","1,026",97.30%,8,0,,,,,,,1,0,,,,,
2023-01-29,,,& Juliet,Stephen Sondheim Theatre,"$1,041,810.70 ",,$129.34 ,$323.00 ,"8,055","1,026",98.14%,8,0,,,,,,,1,0,,,,,
2023-02-05,,,& Juliet,Stephen Sondheim Theatre,"$1,019,677.80 ",,$126.57 ,$323.00 ,"8,056","1,026",98.15%,8,0,,,,,,,1,0,,,,,
2023-02-12,,,& Juliet,Stephen Sondheim Theatre,"$1,034,928.90 ",,$127.67 ,$323.00 ,"8,106","1,026",98.76%,8,0,,,,,,,1,0,,,,,
2023-02-19,,,& Juliet,Stephen Sondheim Theatre,"$1,252,393.50 ",,$155.23 ,$323.00 ,"8,068","1,026",98.29%,8,0,,,,,,,1,0,,,,,
2023-02-26,,,& Juliet,Stephen Sondheim Theatre,"$1,229,540.00 ",,$148.93 ,$323.00 ,"8,256","1,026",100.58%,8,0,,,,,,,1,0,,,,,
2023-03-05,,,& Juliet,Stephen Sondheim Theatre,"$1,015,317.30 ",,$133.35 ,$323.00 ,"7,614","1,026",92.76%,8,0,,,,,,,1,0,,,,,
2023-03-12,,,& Juliet,Stephen Sondheim Theatre,"$1,095,904.00 ",,$141.15 ,$323.00 ,"7,764","1,026",94.59%,8,0,,,,,,,1,0,,,,,
2023-03-19,,,& Juliet,Stephen Sondheim Theatre,"$1,274,280.40 ",,$154.65 ,$323.00 ,"8,240","1,026",100.39%,8,0,,,,,,,1,0,,,,,
2023-03-26,,,& Juliet,Stephen Sondheim Theatre,"$1,162,400.90 ",,$147.70 ,$323.00 ,"7,870","1,026",95.88%,8,0,,,,,,,1,0,,,,,
2023-04-02,,,& Juliet,Stephen Sondheim Theatre,"$1,178,967.80 ",,$150.03 ,$323.00 ,"7,858","1,026",95.74%,8,0,,,,,,,1,0,,,,,
2023-04-09,,,& Juliet,Stephen Sondheim Theatre,"$1,302,343.60 ",,$158.30 ,$323.00 ,"8,227","1,026",100.23%,8,0,,,,,,,1,0,,,,,
2023-04-16,,,& Juliet,Stephen Sondheim Theatre,"$1,297,395.40 ",,$158.16 ,$323.00 ,"8,203","1,026",99.94%,8,0,,,,,,,1,0,,,,,
2023-04-23,,,& Juliet,Stephen Sondheim Theatre,"$1,119,666.40 ",,$140.13 ,$323.00 ,"7,990","1,026",97.34%,8,0,,,,,,,1,0,,,,,
2023-04-30,,,& Juliet,Stephen Sondheim Theatre,"$1,030,768.30 ",,$131.51 ,$323.00 ,"7,838","1,026",95.49%,8,0,,,,,,,1,0,,,,,
2023-05-07,,,& Juliet,Stephen Sondheim Theatre,"$1,007,243.80 ",,$128.90 ,$323.00 ,"7,814","1,026",95.20%,8,0,,,,,,,1,0,,,,,
2023-05-14,,,& Juliet,Stephen Sondheim Theatre,"$1,066,526.00 ",,$137.35 ,$323.00 ,"7,765","1,026",94.60%,8,0,,,,,,,1,0,,,,,
2023-05-21,,,& Juliet,Stephen Sondheim Theatre,"$1,185,633.90 ",,$147.54 ,$323.00 ,"8,036","1,026",97.90%,8,0,,,,,,,1,0,,,,,
2023-05-28,,,& Juliet,Stephen Sondheim Theatre,"$1,123,714.60 ",,$142.44 ,$323.00 ,"7,889","1,026",96.11%,8,0,,,,,,,1,0,,,,,
2023-06-04,,,& Juliet,Stephen Sondheim Theatre,"$1,131,404.90 ",,$143.93 ,$323.00 ,"7,861","1,026",95.77%,8,0,,,,,,,1,0,,,,,
2023-06-11,,,& Juliet,Stephen Sondheim Theatre,"$1,134,159.30 ",,$139.80 ,$323.00 ,"8,113","1,026",98.84%,8,0,,,,,,,1,0,,,,,
2023-06-18,,,& Juliet,Stephen Sondheim Theatre,"$1,339,853.60 ",,$163.76 ,$347.00 ,"8,182","1,026",99.68%,8,0,,,,,,,1,0,,,,,
2023-06-25,,,& Juliet,Stephen Sondheim Theatre,"$1,401,918.70 ",,$171.61 ,$347.00 ,"8,169","1,026",99.52%,8,0,,,,,,,1,0,,,,,
2023-07-02,,,& Juliet,Stephen Sondheim Theatre,"$1,181,687.00 ",,$144.96 ,$348.00 ,"8,152","1,026",99.32%,8,0,,,,,,,1,0,,,,,
2023-07-09,,,& Juliet,Stephen Sondheim Theatre,"$1,132,989.40 ",,$140.12 ,$348.00 ,"8,086","1,026",98.51%,8,0,,,,,,,1,0,,,,,
2023-07-16,,,& Juliet,Stephen Sondheim Theatre,"$1,198,611.40 ",,$147.85 ,$348.00 ,"8,107","1,026",98.77%,8,0,,,,,,,1,0,,,,,
2023-07-23,,,& Juliet,Stephen Sondheim Theatre,"$1,248,607.00 ",,$154.05 ,$348.00 ,"8,105","1,026",98.75%,8,0,,,,,,,1,0,,,,,
2023-07-30,,,& Juliet,Stephen Sondheim Theatre,"$1,206,929.20 ",,$147.73 ,$348.00 ,"8,170","1,026",99.54%,8,0,,,,,,,1,0,,,,,
2023-08-06,,,& Juliet,Stephen Sondheim Theatre,"$1,192,913.20 ",,$147.78 ,$348.00 ,"8,072","1,026",98.34%,8,0,,,,,,,1,0,,,,,
2023-08-13,,,& Juliet,Stephen Sondheim Theatre,"$1,144,207.90 ",,$144.22 ,$348.00 ,"7,934","1,026",96.66%,8,0,,,,,,,1,0,,,,,
2023-08-20,,,& Juliet,Stephen Sondheim Theatre,"$1,079,230.80 ",,$135.55 ,$348.00 ,"7,962","1,026",97.00%,8,0,,,,,,,1,0,,,,,
2023-08-27,,,& Juliet,Stephen Sondheim Theatre,"$1,024,901.60 ",,$128.02 ,$323.00 ,"8,006","1,026",97.54%,8,0,,,,,,,1,0,,,,,
2023-09-03,,,& Juliet,Stephen Sondheim Theatre,"$1,172,142.10 ",,$144.14 ,$323.00 ,"8,132","1,026",99.07%,8,0,,,,,,,1,0,,,,,
2023-09-10,,,& Juliet,Stephen Sondheim Theatre,"$919,973.80 ",,$125.77 ,$373.00 ,"7,315","1,026",89.12%,8,0,,,,,,,1,0,,,,,
2023-09-17,,,& Juliet,Stephen Sondheim Theatre,"$983,891.60 ",,$126.77 ,$323.00 ,"7,761","1,026",94.55%,8,0,,,,,,,1,0,,,,,
2023-09-24,,,& Juliet,Stephen Sondheim Theatre,"$923,505.70 ",,$131.50 ,$373.00 ,"7,023","1,026",85.56%,8,0,,,,,,,1,0,,,,,
2023-10-01,,,& Juliet,Stephen Sondheim Theatre,"$938,417.40 ",,$131.80 ,$323.00 ,"7,120","1,026",86.74%,8,0,,,,,,,1,0,,,,,
2023-10-08,,,& Juliet,Stephen Sondheim Theatre,"$1,109,650.90 ",,$144.07 ,$373.00 ,"7,702","1,026",93.84%,8,0,,,,,,,1,0,,,,,
2023-10-15,,,& Juliet,Stephen Sondheim Theatre,"$1,127,227.90 ",,$145.75 ,$323.00 ,"7,734","1,026",94.23%,8,0,,,,,,,1,0,,,,,
2023-10-22,,,& Juliet,Stephen Sondheim Theatre,"$1,122,841.90 ",,$146.66 ,$323.00 ,"7,656","1,026",93.27%,8,0,,,,,,,1,0,,,,,
2023-10-29,,,& Juliet,Stephen Sondheim Theatre,"$957,958.40 ",,$129.63 ,$323.00 ,"7,390","1,026",90.03%,8,0,,,,,,,1,0,,,,,
2023-11-05,,,& Juliet,Stephen Sondheim Theatre,"$997,560.50 ",,$131.99 ,$323.00 ,"7,558","1,026",92.08%,8,0,,,,,,,1,0,,,,,
2023-11-12,,,& Juliet,Stephen Sondheim Theatre,"$1,107,122.45 ",,$146.85 ,$323.00 ,"7,539","1,026",91.85%,8,0,,,,,,,1,0,,,,,
2023-11-19,,,& Juliet,Stephen Sondheim Theatre,"$1,104,596.50 ",,$147.69 ,$323.00 ,"7,479","1,026",91.12%,8,0,,,,,,,1,0,,,,,
2023-11-26,,,& Juliet,Stephen Sondheim Theatre,"$1,459,276.30 ",,$177.74 ,$323.00 ,"8,210","1,026",100.02%,8,0,,,,,,,1,0,,,,,
2023-12-03,,,& Juliet,Stephen Sondheim Theatre,"$1,138,117.90 ",,$151.85 ,$323.00 ,"7,495","1,026",91.31%,8,0,,,,,,,1,0,,,,,
2023-12-10,,,& Juliet,Stephen Sondheim Theatre,"$1,223,471.40 ",,$156.73 ,$323.00 ,"7,806","1,026",95.10%,8,0,,,,,,,1,0,,,,,
2023-12-17,,,& Juliet,Stephen Sondheim Theatre,"$1,199,036.90 ",,$157.79 ,$373.00 ,"7,599","1,026",92.58%,8,0,,,,,,,1,0,,,,,
2023-12-24,,,& Juliet,Stephen Sondheim Theatre,"$1,348,040.20 ",,$166.32 ,$373.00 ,"8,105","1,026",98.75%,8,0,,,,,,,1,0,,,,,
2023-12-31,,,& Juliet,Stephen Sondheim Theatre,"$1,784,051.00 ",,$192.08 ,$397.00 ,"9,288","1,026",100.58%,9,0,,,,,,,1,0,,,,,
2024-01-07,,,& Juliet,Stephen Sondheim Theatre,"$1,118,061.90 ",,$155.70 ,$323.00 ,"7,181","1,026",99.99%,7,0,,,,,,,1,0,,,,,
2024-01-14,,,& Juliet,Stephen Sondheim Theatre,"$1,167,943.90 ",,$149.22 ,$323.00 ,"7,827","1,026",95.36%,8,0,,,,,,,1,0,,,,,
2024-01-21,,,& Juliet,Stephen Sondheim Theatre,"$974,754.30 ",,$128.09 ,$323.00 ,"7,610","1,026",92.71%,8,0,,,,,,,1,0,,,,,
2024-01-28,,,& Juliet,Stephen Sondheim Theatre,"$1,058,739.00 ",,$131.62 ,$323.00 ,"8,044","1,026",98.00%,8,0,,,,,,,1,0,,,,,
2024-02-04,,,& Juliet,Stephen Sondheim Theatre,"$1,010,598.70 ",,$124.92 ,$323.00 ,"8,090","1,026",98.56%,8,0,,,,,,,1,0,,,,,
2024-02-11,,,& Juliet,Stephen Sondheim Theatre,"$897,506.30 ",,$119.88 ,$323.00 ,"7,487","1,026",91.22%,8,0,,,,,,,1,0,,,,,
2024-02-18,,,& Juliet,Stephen Sondheim Theatre,"$1,212,768.30 ",,$152.47 ,$323.00 ,"7,954","1,026",96.91%,8,0,,,,,,,1,0,,,,,
2024-02-25,,,& Juliet,Stephen Sondheim Theatre,"$1,137,472.10 ",,$138.80 ,$323.00 ,"8,195","1,026",99.84%,8,0,,,,,,,1,0,,,,,
2024-03-03,,,& Juliet,Stephen Sondheim Theatre,"$875,386.20 ",,$121.99 ,$323.00 ,"7,176","1,026",87.43%,8,0,,,,,,,1,0,,,,,
2024-03-10,,,& Juliet,Stephen Sondheim Theatre,"$1,013,516.70 ",,$135.01 ,$323.00 ,"7,507","1,026",91.46%,8,0,,,,,,,1,0,,,,,
2024-03-17,,,& Juliet,Stephen Sondheim Theatre,"$1,174,596.30 ",,$143.23 ,$323.00 ,"8,201","1,026",99.91%,8,0,,,,,,,1,0,,,,,
2024-03-24,,,& Juliet,Stephen Sondheim Theatre,"$1,071,033.90 ",,$134.79 ,$323.00 ,"7,946","1,026",96.81%,8,0,,,,,,,1,0,,,,,
2024-03-31,,,& Juliet,Stephen Sondheim Theatre,"$1,329,607.20 ",,$161.28 ,$323.00 ,"8,244","1,026",100.44%,8,0,,,,,,,1,0,,,,,
2024-04-07,,,& Juliet,Stephen Sondheim Theatre,"$1,259,279.20 ",,$156.45 ,$323.00 ,"8,049","1,026",98.06%,8,0,,,,,,,1,0,,,,,
2024-04-14,,,& Juliet,Stephen Sondheim Theatre,"$1,097,034.10 ",,$140.41 ,$323.00 ,"7,813","1,026",95.19%,8,0,,,,,,,1,0,,,,,
2024-04-21,,,& Juliet,Stephen Sondheim Theatre,"$993,909.70 ",,$129.62 ,$323.00 ,"7,668","1,026",93.42%,8,0,,,,,,,1,0,,,,,
2024-04-28,,,& Juliet,Stephen Sondheim Theatre,"$1,019,715.10 ",,$133.61 ,$323.00 ,"7,632","1,026",92.98%,8,0,,,,,,,1,0,,,,,
2024-05-05,,,& Juliet,Stephen Sondheim Theatre,"$824,185.90 ",,$124.39 ,$323.00 ,"6,626","1,026",80.73%,8,0,,,,,,,1,0,,,,,
2024-05-12,,,& Juliet,Stephen Sondheim Theatre,"$966,936.50 ",,$133.37 ,$323.00 ,"7,250","1,026",88.33%,8,0,,,,,,,1,0,,,,,
2024-05-19,,,& Juliet,Stephen Sondheim Theatre,"$904,240.50 ",,$120.90 ,$323.00 ,"7,479","1,026",91.12%,8,0,,,,,,,1,0,,,,,
2024-05-26,,,& Juliet,Stephen Sondheim Theatre,"$877,626.00 ",,$116.40 ,$323.00 ,"7,540","1,026",91.86%,8,0,,,,,,,1,0,,,,,
2024-06-02,,,& Juliet,Stephen Sondheim Theatre,"$775,475.90 ",,$113.64 ,$323.00 ,"6,824","1,026",83.14%,8,0,,,,,,,1,0,,,,,
2024-06-09,,,& Juliet,Stephen Sondheim Theatre,"$863,816.90 ",,$121.51 ,$323.00 ,"7,109","1,026",86.61%,8,0,,,,,,,1,0,,,,,
2024-06-16,,,& Juliet,Stephen Sondheim Theatre,"$838,261.90 ",,$117.37 ,$323.00 ,"7,142","1,026",87.01%,8,0,,,,,,,1,0,,,,,
2024-06-23,,,& Juliet,Stephen Sondheim Theatre,"$1,038,278.30 ",,$135.03 ,$323.00 ,"7,689","1,026",93.68%,8,0,,,,,,,1,0,,,,,
2024-06-30,,,& Juliet,Stephen Sondheim Theatre,"$949,676.80 ",,$121.55 ,$323.00 ,"7,813","1,026",95.19%,8,0,,,,,,,1,0,,,,,
2024-07-07,,,& Juliet,Stephen Sondheim Theatre,"$844,142.90 ",,$109.15 ,$323.00 ,"7,734","1,026",94.23%,8,0,,,,,,,1,0,,,,,
2024-07-14,,,& Juliet,Stephen Sondheim Theatre,"$891,322.90 ",,$117.22 ,$323.00 ,"7,604","1,026",92.64%,8,0,,,,,,,1,0,,,,,
2024-07-21,,,& Juliet,Stephen Sondheim Theatre,"$933,989.90 ",,$126.27 ,$323.00 ,"7,397","1,026",90.12%,8,0,,,,,,,1,0,,,,,
2024-07-28,,,& Juliet,Stephen Sondheim Theatre,"$974,362.00 ",,$123.87 ,$323.00 ,"7,866","1,026",95.83%,8,0,,,,,,,1,0,,,,,
2024-08-04,,,& Juliet,Stephen Sondheim Theatre,"$935,332.90 ",,$116.51 ,$323.00 ,"8,028","1,026",97.81%,8,0,,,,,,,1,0,,,,,
2024-08-11,,,& Juliet,Stephen Sondheim Theatre,"$906,568.70 ",,$114.41 ,$323.00 ,"7,924","1,026",96.54%,8,0,,,,,,,1,0,,,,,
2024-08-18,,,& Juliet,Stephen Sondheim Theatre,"$851,216.20 ",,$107.15 ,$323.00 ,"7,944","1,026",96.78%,8,0,,,,,,,1,0,,,,,
2024-08-25,,,& Juliet,Stephen Sondheim Theatre,"$820,966.40 ",,$106.07 ,$323.00 ,"7,740","1,026",94.30%,8,0,,,,,,,1,0,,,,,
2024-09-01,,,& Juliet,Stephen Sondheim Theatre,"$922,389.80 ",,$113.73 ,$324.00 ,"8,110","1,026",98.81%,8,0,,,,,,,1,0,,,,,
2024-09-08,,,& Juliet,Stephen Sondheim Theatre,"$717,555.60 ",,$100.99 ,$323.00 ,"7,105","1,026",86.56%,8,0,,,,,,,1,0,,,,,
2024-09-15,,,& Juliet,Stephen Sondheim Theatre,"$800,315.00 ",,$108.49 ,$324.00 ,"7,377","1,026",89.88%,8,0,,,,,,,1,0,,,,,
2024-09-22,,,& Juliet,Stephen Sondheim Theatre,"$644,758.40 ",,$108.99 ,$323.00 ,"5,916","1,026",72.08%,8,0,,,,,,,1,0,,,,,
2024-09-29,,,& Juliet,Stephen Sondheim Theatre,"$674,654.60 ",,$106.03 ,$323.00 ,"6,363","1,026",77.52%,8,0,,,,,,,1,0,,,,,
2024-10-06,,,& Juliet,Stephen Sondheim Theatre,"$812,853.90 ",,$111.00 ,$324.00 ,"7,323","1,026",89.22%,8,0,,,,,,,1,0,,,,,
2024-10-13,,,& Juliet,Stephen Sondheim Theatre,"$983,562.50 ",,$123.92 ,$324.00 ,"7,937","1,026",96.70%,8,0,,,,,,,1,0,,,,,
2024-10-20,,,& Juliet,Stephen Sondheim Theatre,"$1,020,342.80 ",,$130.80 ,$324.00 ,"7,801","1,026",95.04%,8,0,,,,,,,1,0,,,,,
2024-10-27,,,& Juliet,Stephen Sondheim Theatre,"$879,217.50 ",,$115.55 ,$324.00 ,"7,609","1,026",92.70%,8,0,,,,,,,1,0,,,,,
2024-11-03,,,& Juliet,Stephen Sondheim Theatre,"$858,774.70 ",,$117.33 ,$378.00 ,"7,319","1,026",89.17%,8,0,,,,,,,1,0,,,,,
2024-11-10,,,& Juliet,Stephen Sondheim Theatre,"$1,054,275.50 ",,$134.58 ,$378.00 ,"7,834","1,026",95.44%,8,0,,,,,,,1,0,,,,,
2024-11-17,,,& Juliet,Stephen Sondheim Theatre,"$875,176.50 ",,$122.28 ,$324.00 ,"7,157","1,026",87.20%,8,0,,,,,,,1,0,,,,,
2024-11-24,,,& Juliet,Stephen Sondheim Theatre,"$948,295.10 ",,$129.85 ,$378.00 ,"7,303","1,026",88.97%,8,0,,,,,,,1,0,,,,,
2024-12-01,,,& Juliet,Stephen Sondheim Theatre,"$1,368,204.00 ",,$169.02 ,$378.00 ,"8,095","1,026",98.62%,8,0,,,,,,,1,0,,,,,
2024-12-08,,,& Juliet,Stephen Sondheim Theatre,"$1,073,850.10 ",,$142.34 ,$378.00 ,"7,544","1,026",91.91%,8,0,,,,,,,1,0,,,,,
2024-12-15,,,& Juliet,Stephen Sondheim Theatre,"$1,202,915.10 ",,$150.82 ,$378.00 ,"7,976","1,026",97.17%,8,0,,,,,,,1,0,,,,,
2024-12-22,,,& Juliet,Stephen Sondheim Theatre,"$1,187,865.90 ",,$149.17 ,$378.00 ,"7,963","1,026",97.02%,8,0,,,,,,,1,0,,,,,
2024-12-29,,,& Juliet,Stephen Sondheim Theatre,"$1,715,481.40 ",,$185.12 ,$378.00 ,"9,267","1,026",100.36%,9,0,,,,,,,1,0,,,,,
2025-01-05,,,& Juliet,Stephen Sondheim Theatre,"$1,276,641.80 ",,$177.09 ,$378.00 ,"7,209","1,026",100.38%,7,0,,,,,,,1,0,,,,,
2025-01-12,,,& Juliet,Stephen Sondheim Theatre,"$922,611.60 ",,$123.24 ,$378.00 ,"7,486","1,026",91.20%,8,0,,,,,,,1,0,,,,,
2025-01-19,,,& Juliet,Stephen Sondheim Theatre,"$1,044,756.00 ",,$136.30 ,$378.00 ,"7,665","1,026",93.38%,8,0,,,,,,,1,0,,,,,
2025-01-26,,,& Juliet,Stephen Sondheim Theatre,"$959,823.60 ",,$122.11 ,$324.00 ,"7,860","1,026",95.76%,8,0,,,,,,,1,0,,,,,
2025-02-02,,,& Juliet,Stephen Sondheim Theatre,"$1,000,327.70 ",,$123.88 ,$324.00 ,"8,075","1,026",98.38%,8,0,,,,,,,1,0,,,,,
2025-02-09,,,& Juliet,Stephen Sondheim Theatre,"$935,554.20 ",,$116.36 ,$324.00 ,"8,040","1,026",97.95%,8,0,,,,,,,1,0,,,,,
2025-02-16,,,& Juliet,Stephen Sondheim Theatre,"$1,080,013.40 ",,$138.43 ,$324.00 ,"7,802","1,026",95.05%,8,0,,,,,,,1,0,,,,,
2025-02-23,,,& Juliet,Stephen Sondheim Theatre,"$1,076,537.00 ",,$131.72 ,$328.00 ,"8,173","1,026",99.57%,8,0,,,,,,,1,0,,,,,
2025-03-02,,,& Juliet,Stephen Sondheim Theatre,"$912,076.20 ",,$117.63 ,$328.00 ,"7,754","1,026",94.47%,8,0,,,,,,,1,0,,,,,
2025-03-09,,,& Juliet,Stephen Sondheim Theatre,"$991,355.60 ",,$125.66 ,$324.00 ,"7,889","1,026",96.11%,8,0,,,,,,,1,0,,,,,
2025-03-16,,,& Juliet,Stephen Sondheim Theatre,"$1,135,470.10 ",,$137.98 ,$378.00 ,"8,229","1,026",100.26%,8,0,,,,,,,1,0,,,,,
2025-03-23,,,& Juliet,Stephen Sondheim Theatre,"$1,037,775.60 ",,$126.56 ,$324.00 ,"8,200","1,026",99.90%,8,0,,,,,,,1,0,,,,,
2025-03-30,,,& Juliet,Stephen Sondheim Theatre,"$1,007,428.00 ",,$123.76 ,$324.00 ,"8,140","1,026",99.17%,8,0,,,,,,,1,0,,,,,
2025-04-06,,,& Juliet,Stephen Sondheim Theatre,"$936,749.20 ",,$118.49 ,$324.00 ,"7,906","1,026",96.32%,8,0,,,,,,,1,0,,,,,
2025-04-13,,,& Juliet,Stephen Sondheim Theatre,"$906,526.70 ",,$116.97 ,$324.00 ,"7,750","1,026",94.42%,8,0,,,,,,,1,0,,,,,
2025-04-20,,,& Juliet,Stephen Sondheim Theatre,"$1,117,426.40 ",,$138.09 ,$324.00 ,"8,092","1,026",98.59%,8,0,,,,,,,1,0,,,,,
2025-04-27,,,& Juliet,Stephen Sondheim Theatre,"$1,034,492.60 ",,$127.81 ,$324.00 ,"8,094","1,026",98.61%,8,0,,,,,,,1,0,,,,,
2025-05-04,,,& Juliet,Stephen Sondheim Theatre,"$781,751.30 ",,$104.29 ,$324.00 ,"7,496","1,026",91.33%,8,0,,,,,,,1,0,,,,,
2025-05-11,,,& Juliet,Stephen Sondheim Theatre,"$808,101.20 ",,$106.82 ,$324.00 ,"7,565","1,026",92.17%,8,0,,,,,,,1,0,,,,,
2025-05-18,,,& Juliet,Stephen Sondheim Theatre,"$808,987.40 ",,$105.34 ,$324.00 ,"7,680","1,026",93.57%,8,0,,,,,,,1,0,,,,,
2025-05-25,,,& Juliet,Stephen Sondheim Theatre,"$897,429.60 ",,$111.08 ,$324.00 ,"8,079","1,026",98.43%,8,0,,,,,,,1,0,,,,,
2025-06-01,,,& Juliet,Stephen Sondheim Theatre,"$813,461.10 ",,$103.09 ,$324.00 ,"7,891","1,026",96.14%,8,0,,,,,,,1,0,,,,,
2025-06-08,,,& Juliet,Stephen Sondheim Theatre,"$822,330.80 ",,$109.29 ,$324.00 ,"7,524","1,026",91.67%,8,0,,,,,,,1,0,,,,,
2025-06-15,,,& Juliet,Stephen Sondheim Theatre,"$861,541.50 ",,$112.62 ,$324.00 ,"7,650","1,026",93.20%,8,0,,,,,,,1,0,,,,,
2025-06-22,,,& Juliet,Stephen Sondheim Theatre,"$1,014,299.00 ",,$126.50 ,$324.00 ,"8,018","1,026",97.69%,8,0,,,,,,,1,0,,,,,
2025-06-29,,,& Juliet,Stephen Sondheim Theatre,"$939,443.10 ",,$117.39 ,$324.00 ,"8,003","1,026",97.50%,8,0,,,,,,,1,0,,,,,
2025-07-06,,,& Juliet,Stephen Sondheim Theatre,"$840,136.50 ",,$103.06 ,$324.00 ,"8,152","1,026",99.32%,8,0,,,,,,,1,0,,,,,
2025-07-13,,,& Juliet,Stephen Sondheim Theatre,"$930,167.70 ",,$113.89 ,$324.00 ,"8,167","1,026",99.50%,8,0,,,,,,,1,0,,,,,
2025-07-20,,,& Juliet,Stephen Sondheim Theatre,"$1,035,426.90 ",,$125.66 ,$348.00 ,"8,240","1,026",100.39%,8,0,,,,,,,1,0,,,,,
2025-07-27,,,& Juliet,Stephen Sondheim Theatre,"$1,070,248.90 ",,$130.06 ,$348.00 ,"8,229","1,026",100.26%,8,0,,,,,,,1,0,,,,,
2025-08-03,,,& Juliet,Stephen Sondheim Theatre,"$958,509.80 ",,$119.68 ,$348.00 ,"8,009","1,026",97.58%,8,0,,,,,,,1,0,,,,,
2025-08-10,,,& Juliet,Stephen Sondheim Theatre,"$814,681.90 ",,$104.84 ,$324.00 ,"7,771","1,026",94.68%,8,0,,,,,,,1,0,,,,,
2025-08-17,,,& Juliet,Stephen Sondheim Theatre,"$761,589.20 ",,$99.58 ,$324.00 ,"7,648","1,026",93.18%,8,0,,,,,,,1,0,,,,,
2025-08-24,,,& Juliet,Stephen Sondheim Theatre,"$771,196.00 ",,$100.34 ,$324.00 ,"7,686","1,026",93.64%,8,0,,,,,,,1,0,,,,,
2025-08-31,,,& Juliet,Stephen Sondheim Theatre,"$840,502.50 ",,$107.26 ,$324.00 ,"7,836","1,026",95.47%,8,0,,,,,,,1,0,,,,,
2025-09-07,,,& Juliet,Stephen Sondheim Theatre,"$582,566.50 ",,$83.30 ,$324.00 ,"6,994","1,026",85.21%,8,0,,,,,,,1,0,,,,,
2025-09-14,,,& Juliet,Stephen Sondheim Theatre,"$736,572.70 ",,$99.70 ,$348.00 ,"7,388","1,026",90.01%,8,0,,,,,,,1,0,,,,,
2025-09-21,,,& Juliet,Stephen Sondheim Theatre,"$786,155.20 ",,$102.35 ,$348.00 ,"7,681","1,026",93.58%,8,0,,,,,,,1,0,,,,,
2025-09-28,,,& Juliet,Stephen Sondheim Theatre,"$680,122.50 ",,$89.49 ,$324.00 ,"7,600","1,026",92.59%,8,0,,,,,,,1,0,,,,,
2025-10-05,,,& Juliet,Stephen Sondheim Theatre,"$666,308.80 ",,$90.79 ,$324.00 ,"7,339","1,026",89.41%,8,0,,,,,,,1,0,,,,,
2025-10-12,,,& Juliet,Stephen Sondheim Theatre,"$941,134.70 ",,$119.33 ,$324.00 ,"7,887","1,026",96.09%,8,0,,,,,,,1,0,,,,,
2025-10-19,,,& Juliet,Stephen Sondheim Theatre,"$794,542.40 ",,$106.45 ,$324.00 ,"7,464","1,026",90.94%,8,0,,,,,,,1,0,,,,,
2025-10-26,,,& Juliet,Stephen Sondheim Theatre,"$695,470.08 ",,$101.29 ,$324.00 ,"6,866","1,026",83.65%,8,0,,,,,,,1,0,,,,,
2025-11-02,,,& Juliet,Stephen Sondheim Theatre,"$603,712.30 ",,$89.97 ,$324.00 ,"6,710","1,026",81.75%,8,0,,,,,,,1,0,,,,,
2025-11-09,,,& Juliet,Stephen Sondheim Theatre,"$833,369.10 ",,$109.11 ,$348.00 ,"7,638","1,026",93.06%,8,0,,,,,,,1,0,,,,,
2025-11-16,,,& Juliet,Stephen Sondheim Theatre,"$713,973.10 ",,$100.77 ,$348.00 ,"7,085","1,026",86.32%,8,0,,,,,,,1,0,,,,,
2025-11-23,,,& Juliet,Stephen Sondheim Theatre,"$700,534.50 ",,$105.93 ,$348.00 ,"6,613","1,026",80.57%,8,0,,,,,,,1,0,,,,,
2025-11-30,,,& Juliet,Stephen Sondheim Theatre,"$999,606.20 ",,$127.37 ,$348.00 ,"7,848","1,026",95.61%,8,0,,,,,,,1,0,,,,,
2025-12-07,,,& Juliet,Stephen Sondheim Theatre,"$849,126.40 ",,$118.58 ,$324.00 ,"7,161","1,026",87.24%,8,0,,,,,,,1,0,,,,,
2025-12-14,,,& Juliet,Stephen Sondheim Theatre,"$877,834.20 ",,$116.62 ,$324.00 ,"7,527","1,026",91.70%,8,0,,,,,,,1,0,,,,,
2025-12-21,,,& Juliet,Stephen Sondheim Theatre,"$926,153.10 ",,$119.87 ,$324.00 ,"7,726","1,026",94.13%,8,0,,,,,,,1,0,,,,,
