week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews,genre,cast,creative_team,first_preview,opening_date,closing_date,run_number,is_revival,tony_nominations,tony_wins,has_pulitzer,has_drama_desk_win,awards_detail
2009-01-18,34.0,13882638.0,Shrek the Musical,Broadway Theatre,785358,1301080,77.18,300,10176,1735,0.7331,8,0,,,,,,,1,0,,,,,
2009-01-25,35.0,12684919.0,Shrek the Musical,Broadway Theatre,603821,1301080,77.28,300,7813,1735,0.5629,8,0,,,,,,,1,0,,,,,
2009-02-01,36.0,11924371.0,Shrek the Musical,Broadway Theatre,502479,1301080,70.12,300,7166,1735,0.5163,8,0,,,,,,,1,0,,,,,
2009-02-08,37.0,12353028.0,Shrek the Musical,Broadway Theatre,636329,1301080,63.07,300,10089,1735,0.7269,8,0,,,,,,,1,0,,,,,
2009-02-15,38.0,14354031.0,Shrek the Musical,Broadway Theatre,765516,1301080,74.34,300,10298,1735,0.7419,8,0,,,,,,,1,0,,,,,
2009-02-22,39.0,15054535.0,Shrek the Musical,Broadway Theatre,850280,1301080,70.5,300,12060,1735,0.8689,8,0,,,,,,,1,0,,,,,
2009-03-01,40.0,13630245.0,Shrek the Musical,Broadway Theatre,611403,1301080,67.77,300,9022,1735,0.65,8,0,,,,,,,1,0,,,,,
2009-03-08,41.0,14270631.0,Shrek the Musical,Broadway Theatre,592385,1301080,67.15,300,8822,1735,0.6356,8,0,,,,,,,1,0,,,,,
2009-03-15,42.0,16136907.0,Shrek the Musical,Broadway Theatre,645010,1301080,67.67,300,9531,1735,0.6867,8,0,,,,,,,1,0,,,,,
2009-03-22,43.0,17391272.0,Shrek the Musical,Broadway Theatre,729963,1301080,69.5,300,10503,1735,0.7567,8,0,,,,,,,1,0,,,,,
2009-03-29,44.0,17119943.0,Shrek the Musical,Broadway Theatre,668268,1301080,68.45,300,9763,1735,0.7034,8,0,,,,,,,1,0,,,,,
2009-04-05,45.0,16940158.0,Shrek the Musical,Broadway Theatre,747110,1301080,72.49,300,10306,1735,0.7425,8,0,,,,,,,1,0,,,,,
2009-04-12,46.0,21432403.0,Shrek the Musical,Broadway Theatre,1040066,1301080,79.89,300,13018,1735,0.9379,8,0,,,,,,,1,0,,,,,
2009-04-19,47.0,21303553.0,Shrek the Musical,Broadway Theatre,931738,1301080,81.13,300,11484,1735,0.8274,8,0,,,,,,,1,0,,,,,
2009-04-26,48.0,19223495.0,Shrek the Musical,Broadway Theatre,693744,1301080,73.63,300,9422,1735,0.6788,8,0,,,,,,,1,0,,,,,
2009-05-03,49.0,18101242.0,Shrek the Musical,Broadway Theatre,558604,1301080,70.46,300,7928,1735,0.5712,8,0,,,,,,,1,0,,,,,
2009-05-10,50.0,18534867.0,Shrek the Musical,Broadway Theatre,589869,1301080,67.71,250,8712,1735,0.6277,8,0,,,,,,,1,0,,,,,
2009-05-17,51.0,19514195.0,Shrek the Musical,Broadway Theatre,635634,1301080,70.23,250,9051,1735,0.6521,8,0,,,,,,,1,0,,,,,
2009-05-24,52.0,20413145.0,Shrek the Musical,Broadway Theatre,770039,1301080,70.22,250,10966,1735,0.7901,8,0,,,,,,,1,0,,,,,
2009-05-31,1.0,19627191.0,Shrek the Musical,Broadway Theatre,673539,1439800,73.8,300,9127,1735,0.6576,8,0,,,,,,,1,0,,,,,
2009-06-07,2.0,19722193.0,Shrek the Musical,Broadway Theatre,696670,1494740,64.2,300,10851,1733,0.7827,8,0,,,,,,,1,0,,,,,
2009-06-14,3.0,22160996.0,Shrek the Musical,Broadway Theatre,879468,1510000,78.96,300,11138,1733,0.8034,8,0,,,,,,,1,0,,,,,
2009-06-21,4.0,20838044.0,Shrek the Musical,Broadway Theatre,958551,1510000,81.54,300,11756,1733,0.848,8,0,,,,,,,1,0,,,,,
2009-06-28,5.0,21461025.0,Shrek the Musical,Broadway Theatre,957694,1510000,79.32,300,12074,1733,0.8709,8,0,,,,,,,1,0,,,,,
2009-07-05,6.0,18757118.0,Shrek the Musical,Broadway Theatre,853080,1510000,67.25,300,12686,1733,0.915,8,0,,,,,,,1,0,,,,,
2009-07-12,7.0,20084193.0,Shrek the Musical,Broadway Theatre,946563,1510000,75.58,300,12524,1733,0.9033,8,0,,,,,,,1,0,,,,,
2009-07-19,8.0,19917130.0,Shrek the Musical,Broadway Theatre,971543,1510000,79.67,300,12194,1733,0.8795,8,0,,,,,,,1,0,,,,,
2009-07-26,9.0,19929450.0,Shrek the Musical,Broadway Theatre,1016309,1510000,81.47,300,12474,1733,0.8997,8,0,,,,,,,1,0,,,,,
2009-08-02,10.0,18766072.0,Shrek the Musical,Broadway Theatre,1008541,1510000,82.08,300,12287,1733,0.8863,8,0,,,,,,,1,0,,,,,
2009-08-09,11.0,19688134.0,Shrek the Musical,Broadway Theatre,1062704,1510000,82.09,300,12946,1733,0.9338,8,0,,,,,,,1,0,,,,,
2009-08-16,12.0,19325547.0,Shrek the Musical,Broadway Theatre,948098,1510000,81.65,300,11612,1733,0.8376,8,0,,,,,,,1,0,,,,,
2009-08-23,13.0,17853840.0,Shrek the Musical,Broadway Theatre,857449,1510000,81.55,300,10515,1733,0.7584,8,0,,,,,,,1,0,,,,,
2009-08-30,14.0,16940468.0,Shrek the Musical,Broadway Theatre,731218,1510000,79.08,300,9246,1733,0.6669,8,0,,,,,,,1,0,,,,,
2009-09-06,15.0,15811626.0,Shrek the Musical,Broadway Theatre,794041,1510000,69.97,300,11348,1733,0.8185,8,0,,,,,,,1,0,,,,,
2009-09-13,16.0,15410137.0,Shrek the Musical,Broadway Theatre,438209,1510000,63.99,300,6848,1733,0.4939,8,0,,,,,,,1,0,,,,,
2009-09-20,17.0,16516117.0,Shrek the Musical,Broadway Theatre,451274,1510000,60.91,300,7409,1733,0.5344,8,0,,,,,,,1,0,,,,,
2009-09-27,18.0,17856709.0,Shrek the Musical,Broadway Theatre,552808,1510000,63.56,300,8697,1733,0.6273,8,0,,,,,,,1,0,,,,,
2009-10-04,19.0,17947579.0,Shrek the Musical,Broadway Theatre,511347,1510000,64.24,300,7960,1733,0.5741,8,0,,,,,,,1,0,,,,,
2009-10-11,20.0,20663380.0,Shrek the Musical,Broadway Theatre,670006,1510000,69.16,300,9688,1733,0.6988,8,0,,,,,,,1,0,,,,,
2009-10-18,21.0,21117858.0,Shrek the Musical,Broadway Theatre,583404,1510000,72.33,300,8066,1733,0.5818,8,0,,,,,,,1,0,,,,,
2009-10-25,22.0,20654738.0,Shrek the Musical,Broadway Theatre,497813,1510000,59.07,300,8428,1733,0.6079,8,0,,,,,,,1,0,,,,,
2009-11-01,23.0,18302315.0,Shrek the Musical,Broadway Theatre,445417,1510000,57.82,300,7704,1733,0.5557,8,0,,,,,,,1,0,,,,,
2009-11-08,24.0,20439301.0,Shrek the Musical,Broadway Theatre,725297,1510000,68.2,300,10635,1733,0.7671,8,0,,,,,,,1,0,,,,,
2009-11-15,25.0,20963289.0,Shrek the Musical,Broadway Theatre,581794,1510000,74.75,300,7783,1733,0.5614,8,0,,,,,,,1,0,,,,,
2009-11-22,26.0,19622534.0,Shrek the Musical,Broadway Theatre,580238,1510000,72.23,300,8033,1733,0.5794,8,0,,,,,,,1,0,,,,,
2009-11-29,27.0,25312362.0,Shrek the Musical,Broadway Theatre,1025635,1649060,97.21,300,10551,1733,0.761,8,0,,,,,,,1,0,,,,,
2009-12-06,28.0,22980760.0,Shrek the Musical,Broadway Theatre,765464,1525260,80.1,300,9556,1733,0.6893,8,0,,,,,,,1,0,,,,,
2009-12-13,29.0,20817711.0,Shrek the Musical,Broadway Theatre,790769,1525260,79.02,300,10007,1733,0.7218,8,0,,,,,,,1,0,,,,,
2009-12-20,30.0,19707047.0,Shrek the Musical,Broadway Theatre,841292,1525260,77.73,300,10823,1733,0.7807,8,0,,,,,,,1,0,,,,,
2009-12-27,31.0,24334031.0,Shrek the Musical,Broadway Theatre,1055261,1649060,97.31,300,10844,1733,0.7822,8,0,,,,,,,1,0,,,,,
2010-01-03,32.0,28089915.0,Shrek the Musical,Broadway Theatre,1387182,1769120,107.79,300,12869,1733,0.9282,8,0,,,,,,,1,0,,,,,
2023-03-12,,,Shucked,Nederlander Theatre,"$291,971.50 ",,$50.14 ,$179.00 ,"5,823","1,171",99.45%,0,5,,,,,,,1,0,,,,,
2023-03-19,,,Shucked,Nederlander Theatre,"$456,719.10 ",,$55.72 ,$179.00 ,"8,197","1,171",100.00%,0,7,,,,,,,1,0,,,,,
2023-03-26,,,Shucked,Nederlander Theatre,"$517,296.40 ",,$56.62 ,$179.00 ,"9,137","1,171",97.53%,0,8,,,,,,,1,0,,,,,
2023-04-02,,,Shucked,Nederlander Theatre,"$482,195.70 ",,$52.64 ,$179.00 ,"9,160","1,171",97.78%,0,8,,,,,,,1,0,,,,,
2023-04-09,,,Shucked,Nederlander Theatre,"$554,955.60 ",,$62.08 ,$179.00 ,"8,940","1,171",95.43%,8,0,,,,,,,1,0,,,,,
2023-04-16,,,Shucked,Nederlander Theatre,"$594,349.00 ",,$69.58 ,$179.00 ,"8,542","1,171",91.18%,8,0,,,,,,,1,0,,,,,
2023-04-23,,,Shucked,Nederlander Theatre,"$586,473.60 ",,$70.19 ,$179.00 ,"8,356","1,171",89.20%,8,0,,,,,,,1,0,,,,,
2023-04-30,,,Shucked,Nederlander Theatre,"$550,546.00 ",,$67.52 ,$179.00 ,"8,154","1,171",87.04%,8,0,,,,,,,1,0,,,,,
2023-05-07,,,Shucked,Nederlander Theatre,"$620,075.40 ",,$75.51 ,$179.00 ,"8,212","1,171",87.66%,8,0,,,,,,,1,0,,,,,
2023-05-14,,,Shucked,Nederlander Theatre,"$712,754.80 ",,$81.34 ,$179.00 ,"8,763","1,171",93.54%,8,0,,,,,,,1,0,,,,,
2023-05-21,,,Shucked,Nederlander Theatre,"$779,986.10 ",,$84.52 ,$179.00 ,"9,228","1,171",98.51%,8,0,,,,,,,1,0,,,,,
2023-05-28,,,Shucked,Nederlander Theatre,"$809,278.30 ",,$88.75 ,$179.00 ,"9,119","1,171",97.34%,8,0,,,,,,,1,0,,,,,
2023-06-04,,,Shucked,Nederlander Theatre,"$706,683.00 ",,$81.58 ,$179.00 ,"8,662","1,171",92.46%,8,0,,,,,,,1,0,,,,,
2023-06-11,,,Shucked,Nederlander Theatre,"$699,954.30 ",,$88.13 ,$179.00 ,"7,942","1,171",96.89%,7,0,,,,,,,1,0,,,,,
2023-06-18,,,Shucked,Nederlander Theatre,"$862,187.50 ",,$97.76 ,$179.00 ,"8,819","1,171",94.14%,8,0,,,,,,,1,0,,,,,
2023-06-25,,,Shucked,Nederlander Theatre,"$829,380.80 ",,$94.00 ,$179.00 ,"8,823","1,171",94.18%,8,0,,,,,,,1,0,,,,,
2023-07-02,,,Shucked,Nederlander Theatre,"$730,592.20 ",,$82.01 ,$179.00 ,"8,909","1,171",95.10%,8,0,,,,,,,1,0,,,,,
2023-07-09,,,Shucked,Nederlander Theatre,"$698,325.00 ",,$82.89 ,$179.00 ,"8,425","1,171",89.93%,8,0,,,,,,,1,0,,,,,
2023-07-16,,,Shucked,Nederlander Theatre,"$739,572.90 ",,$89.37 ,$179.00 ,"8,275","1,171",88.33%,8,0,,,,,,,1,0,,,,,
2023-07-23,,,Shucked,Nederlander Theatre,"$789,210.60 ",,$95.13 ,$179.00 ,"8,296","1,171",88.56%,8,0,,,,,,,1,0,,,,,
2023-07-30,,,Shucked,Nederlander Theatre,"$725,040.40 ",,$89.07 ,$179.00 ,"8,140","1,171",86.89%,8,0,,,,,,,1,0,,,,,
2023-08-06,,,Shucked,Nederlander Theatre,"$748,393.20 ",,$89.70 ,$179.00 ,"8,343","1,171",89.06%,8,0,,,,,,,1,0,,,,,
2023-08-13,,,Shucked,Nederlander Theatre,"$717,899.00 ",,$87.10 ,$179.00 ,"8,242","1,171",87.98%,8,0,,,,,,,1,0,,,,,
2023-08-20,,,Shucked,Nederlander Theatre,"$674,349.80 ",,$83.15 ,$179.00 ,"8,110","1,171",86.57%,8,0,,,,,,,1,0,,,,,
2023-08-27,,,Shucked,Nederlander Theatre,"$688,908.20 ",,$83.97 ,$179.00 ,"8,204","1,171",87.57%,8,0,,,,,,,1,0,,,,,
2023-09-03,,,Shucked,Nederlander Theatre,"$798,889.80 ",,$90.44 ,$179.00 ,"8,833","1,171",94.29%,8,0,,,,,,,1,0,,,,,
2023-09-10,,,Shucked,Nederlander Theatre,"$699,188.60 ",,$87.74 ,$179.00 ,"7,969","1,171",85.07%,8,0,,,,,,,1,0,,,,,
2023-09-17,,,Shucked,Nederlander Theatre,"$742,792.30 ",,$88.04 ,$179.00 ,"8,437","1,171",90.06%,8,0,,,,,,,1,0,,,,,
2023-09-24,,,Shucked,Nederlander Theatre,"$641,266.80 ",,$81.31 ,$179.00 ,"7,887","1,171",84.19%,8,0,,,,,,,1,0,,,,,
2023-10-01,,,Shucked,Nederlander Theatre,"$658,330.20 ",,$91.07 ,$179.00 ,"7,229","1,171",77.17%,8,0,,,,,,,1,0,,,,,
2023-10-08,,,Shucked,Nederlander Theatre,"$751,828.80 ",,$93.93 ,$179.00 ,"8,004","1,171",85.44%,8,0,,,,,,,1,0,,,,,
2023-10-15,,,Shucked,Nederlander Theatre,"$747,635.20 ",,$93.41 ,$179.00 ,"8,004","1,171",85.44%,8,0,,,,,,,1,0,,,,,
2023-10-22,,,Shucked,Nederlander Theatre,"$771,455.60 ",,$94.55 ,$179.00 ,"8,159","1,171",87.09%,8,0,,,,,,,1,0,,,,,
2023-10-29,,,Shucked,Nederlander Theatre,"$643,606.60 ",,$87.84 ,$179.00 ,"7,327","1,171",78.21%,8,0,,,,,,,1,0,,,,,
2023-11-05,,,Shucked,Nederlander Theatre,"$643,043.00 ",,$87.10 ,$179.00 ,"7,383","1,171",78.81%,8,0,,,,,,,1,0,,,,,
2023-11-12,,,Shucked,Nederlander Theatre,"$753,551.70 ",,$95.33 ,$179.00 ,"7,905","1,171",84.38%,8,0,,,,,,,1,0,,,,,
2023-11-19,,,Shucked,Nederlander Theatre,"$641,635.90 ",,$88.51 ,$179.00 ,"7,249","1,171",77.38%,8,0,,,,,,,1,0,,,,,
2023-11-26,,,Shucked,Nederlander Theatre,"$862,271.40 ",,$102.97 ,$179.00 ,"8,374","1,171",89.39%,8,0,,,,,,,1,0,,,,,
2023-12-03,,,Shucked,Nederlander Theatre,"$822,845.00 ",,$101.16 ,$179.00 ,"8,134","1,171",86.83%,8,0,,,,,,,1,0,,,,,
2023-12-10,,,Shucked,Nederlander Theatre,"$830,252.40 ",,$98.36 ,$179.00 ,"8,441","1,171",90.10%,8,0,,,,,,,1,0,,,,,
2023-12-17,,,Shucked,Nederlander Theatre,"$885,639.60 ",,$102.80 ,$179.00 ,"8,615","1,171",91.96%,8,0,,,,,,,1,0,,,,,
2023-12-24,,,Shucked,Nederlander Theatre,"$734,605.20 ",,$89.64 ,$179.00 ,"8,195","1,171",87.48%,8,0,,,,,,,1,0,,,,,
2023-12-31,,,Shucked,Nederlander Theatre,"$1,050,250.60 ",,$112.82 ,$299.00 ,"9,309","1,171",99.37%,8,0,,,,,,,1,0,,,,,
2024-01-07,,,Shucked,Nederlander Theatre,"$924,203.60 ",,$100.70 ,$275.00 ,"9,178","1,171",97.97%,8,0,,,,,,,1,0,,,,,
2024-01-14,,,Shucked,Nederlander Theatre,"$1,111,037.60 ",,$120.16 ,$299.00 ,"9,246","1,171",98.70%,8,0,,,,,,,1,0,,,,,
2016-03-20,43.0,26631585.91,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,640453.2,800026,113.15,373,5660,963,0.9796,0,6,,,,,,,1,0,,,,,
2016-03-27,44.0,31485172.45,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,358845,415073,124.21,373,2889,963,1,0,3,,,,,,,1,0,,,,,
2016-04-03,45.0,29929437.71,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,235617,274332,122.33,373,1926,963,1,0,2,,,,,,,1,0,,,,,
2016-04-10,46.0,26894099.17,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,766912.2,933497,114.14,373,6719,963,0.9967,0,7,,,,,,,1,0,,,,,
2016-04-17,47.0,27177086.08,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,872205.24,1051148,113.44,373,7689,963,0.9981,0,8,,,,,,,1,0,,,,,
2016-04-24,48.0,27121277.4,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,809032.88,1051148,112.19,373,7211,963,0.936,0,8,,,,,,,1,0,,,,,
2016-05-01,49.0,28331921.81,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,708267.44,1051148,92.62,373,7647,963,0.9926,4,4,,,,,,,1,0,,,,,
2016-05-08,50.0,27579172.93,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,924352.43,1051148,118.95,373,7771,963,1.0087,8,0,,,,,,,1,0,,,,,
2016-05-15,51.0,26269814.35,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,957143.46,1089788,122.37,373,7822,963,1.0153,8,0,,,,,,,1,0,,,,,
2016-05-22,52.0,28842985.58,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,949306,1125028,122.46,373,7752,963,1.0062,8,0,,,,,,,1,0,,,,,
2016-05-29,1.0,28706805.95,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,985655.84,1125028,125.85,373,7832,963,1.0166,8,0,,,,,,,1,0,,,,,
2016-06-05,2.0,27019162.62,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,960426.66,1125028,123.67,373,7766,963,1.008,8,0,,,,,,,1,0,,,,,
2016-06-12,3.0,28477729.82,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,972860.21,1125028,127.17,373,7650,963,0.993,8,0,,,,,,,1,0,,,,,
2016-06-19,4.0,28229255.81,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,973685.5,1125028,127.33,373,7647,963,0.9926,8,0,,,,,,,1,0,,,,,
2016-06-26,5.0,28923675.96,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,814941.93,1125028,110.07,373,7404,963,0.9611,8,0,,,,,,,1,0,,,,,
2016-07-03,6.0,26033648.79,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,787622,1125028,105.52,373,7464,963,0.9688,8,0,,,,,,,1,0,,,,,
2016-07-10,7.0,24862657.43,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,755787.28,1125028,103.05,373,7334,963,0.952,8,0,,,,,,,1,0,,,,,
2016-07-17,8.0,27125138.45,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,835419.7,1125028,109.41,373,7636,963,0.9912,8,0,,,,,,,1,0,,,,,
2016-07-24,9.0,26582154.47,"Shuffle Along, or the Making of the Musical Sensation of 1921 and All That Followed",Music Box Theatre,865911.61,1125028,111.01,373,7800,963,1.0125,8,0,,,,,,,1,0,,,,,
1989-10-29,22.0,5433531.0,Sid Caesar & Company,John Golden Theatre,17712,,21.73,,815,805,0.2531,0,4,,,,,,,1,0,,,,,
1989-11-05,23.0,5196181.0,Sid Caesar & Company,John Golden Theatre,31246,,19.05,,1640,805,0.291,5,2,,,,,,,1,0,,,,,
1998-06-07,1.0,11397854.0,Side Man,John Golden Theatre,99417,219560,32.82,50,3029,499,0.7588,0,8,,,,,,,1,0,,,,,
1998-06-14,2.0,12379782.0,Side Man,John Golden Theatre,116791,219560,34.95,50,3342,499,0.8372,0,8,,,,,,,1,0,,,,,
1998-06-21,3.0,11441628.0,Side Man,John Golden Theatre,139729,219560,37.96,50,3681,499,0.9221,0,8,,,,,,,1,0,,,,,
1998-06-28,4.0,11947661.0,Side Man,John Golden Theatre,127714,219560,39.8,50,3209,499,0.8039,5,3,,,,,,,1,0,,,,,
1998-07-05,5.0,9939880.0,Side Man,John Golden Theatre,155097,219560,42.04,50,3689,499,0.9241,8,0,,,,,,,1,0,,,,,
1998-07-12,6.0,10519824.0,Side Man,John Golden Theatre,160374,219560,41.27,50,3886,499,0.9734,8,0,,,,,,,1,0,,,,,
1998-07-19,7.0,11002191.0,Side Man,John Golden Theatre,161527,219560,41.16,50,3924,499,0.983,8,0,,,,,,,1,0,,,,,
1998-08-02,9.0,10479258.0,Side Man,John Golden Theatre,160173,219560,40.5,50,3955,499,0.9907,8,0,,,,,,,1,0,,,,,
1998-08-09,10.0,11094362.0,Side Man,John Golden Theatre,158107,219560,41.24,50,3834,499,0.9604,8,0,,,,,,,1,0,,,,,
1998-08-16,11.0,10368692.0,Side Man,John Golden Theatre,159985,219560,42.79,50,3739,499,0.9366,8,0,,,,,,,1,0,,,,,
1998-08-23,12.0,9913133.0,Side Man,John Golden Theatre,157700,219560,41.6,50,3791,499,0.9496,8,0,,,,,,,1,0,,,,,
1998-08-30,13.0,9435460.0,Side Man,John Golden Theatre,160514,219560,43.57,50,3684,499,0.9228,8,0,,,,,,,1,0,,,,,
1998-09-06,14.0,8205498.0,Side Man,John Golden Theatre,155620,219560,41.23,50,3774,499,0.9454,8,0,,,,,,,1,0,,,,,
1998-09-13,15.0,7681222.0,Side Man,John Golden Theatre,159094,219560,43.64,50,3646,499,0.9133,8,0,,,,,,,1,0,,,,,
1998-10-25,21.0,10796464.0,Side Man,John Golden Theatre,124281,308686,31.28,60,3973,805,0.6169,8,0,,,,,,,1,0,,,,,
1998-11-01,22.0,9480444.0,Side Man,John Golden Theatre,123534,308686,30.34,60,4071,805,0.6321,8,0,,,,,,,1,0,,,,,
1998-11-08,23.0,10581623.0,Side Man,John Golden Theatre,134830,308686,30.99,60,4351,805,0.6756,8,0,,,,,,,1,0,,,,,
1998-11-15,24.0,11363837.0,Side Man,John Golden Theatre,180186,308686,35.32,60,5102,805,0.7922,8,0,,,,,,,1,0,,,,,
1998-11-22,25.0,11082905.0,Side Man,John Golden Theatre,169888,308686,34.75,60,4889,805,0.7592,8,0,,,,,,,1,0,,,,,
1998-11-29,26.0,13943811.0,Side Man,John Golden Theatre,194111,308686,43.32,60,4481,805,0.6958,8,0,,,,,,,1,0,,,,,
1998-12-06,27.0,12761152.0,Side Man,John Golden Theatre,189632,308686,38.25,60,4958,805,0.7699,8,0,,,,,,,1,0,,,,,
1998-12-13,28.0,12721324.0,Side Man,John Golden Theatre,191460,308686,37.95,60,5045,805,0.7834,8,0,,,,,,,1,0,,,,,
1998-12-20,29.0,11931382.0,Side Man,John Golden Theatre,162854,308686,35.94,60,4531,805,0.7036,8,0,,,,,,,1,0,,,,,
1998-12-27,30.0,14090972.0,Side Man,John Golden Theatre,160576,308686,40.59,60,3956,805,0.6143,8,0,,,,,,,1,0,,,,,
1999-01-03,31.0,17271543.0,Side Man,John Golden Theatre,230127,308686,39.3,60,5856,805,0.9093,8,0,,,,,,,1,0,,,,,
1999-01-10,32.0,11451627.0,Side Man,John Golden Theatre,170664,308686,32.98,60,5175,805,0.8036,8,0,,,,,,,1,0,,,,,
1999-01-17,33.0,11054902.0,Side Man,John Golden Theatre,170240,308686,33.78,60,5039,805,0.7825,8,0,,,,,,,1,0,,,,,
1999-01-24,34.0,10437246.0,Side Man,John Golden Theatre,166829,308686,32.59,60,5119,805,0.7949,8,0,,,,,,,1,0,,,,,
1999-01-31,35.0,9756171.0,Side Man,John Golden Theatre,131398,308686,32.86,60,3999,805,0.621,8,0,,,,,,,1,0,,,,,
1999-02-07,36.0,10105010.0,Side Man,John Golden Theatre,118719,308686,32.41,60,3663,805,0.5688,8,0,,,,,,,1,0,,,,,
1999-02-14,37.0,11363192.0,Side Man,John Golden Theatre,152769,308686,34.73,60,4399,805,0.6831,8,0,,,,,,,1,0,,,,,
1999-02-21,38.0,12137827.0,Side Man,John Golden Theatre,157828,308686,30.43,60,5187,805,0.8054,8,0,,,,,,,1,0,,,,,
1999-02-28,39.0,10644765.0,Side Man,John Golden Theatre,157327,308686,31.17,60,5047,805,0.7837,8,0,,,,,,,1,0,,,,,
1999-03-07,40.0,10338437.0,Side Man,John Golden Theatre,103027,308686,30.33,60,3397,805,0.5275,8,0,,,,,,,1,0,,,,,
1999-03-14,41.0,11542962.0,Side Man,John Golden Theatre,122885,308686,29.63,60,4147,805,0.6439,8,0,,,,,,,1,0,,,,,
1999-03-21,42.0,12008523.0,Side Man,John Golden Theatre,124382,308686,29.81,60,4172,805,0.6478,8,0,,,,,,,1,0,,,,,
1999-03-28,43.0,12220782.0,Side Man,John Golden Theatre,117444,308686,30.64,60,3833,805,0.5952,8,0,,,,,,,1,0,,,,,
1999-04-04,44.0,13242378.0,Side Man,John Golden Theatre,84684,308686,33.34,60,2540,805,0.3944,8,0,,,,,,,1,0,,,,,
1999-04-11,45.0,14907054.0,Side Man,John Golden Theatre,104473,308686,29.58,60,3532,805,0.5484,8,0,,,,,,,1,0,,,,,
1999-04-18,46.0,12489038.0,Side Man,John Golden Theatre,78892,308686,30,60,2630,805,0.4084,8,0,,,,,,,1,0,,,,,
1999-04-25,47.0,13443407.0,Side Man,John Golden Theatre,73490,308686,32.65,60,2251,805,0.3495,8,0,,,,,,,1,0,,,,,
1999-05-02,48.0,12811794.0,Side Man,John Golden Theatre,66645,308686,28.07,60,2374,805,0.3686,8,0,,,,,,,1,0,,,,,
1999-05-09,49.0,12503505.0,Side Man,John Golden Theatre,76247,308686,30.24,60,2521,805,0.3915,8,0,,,,,,,1,0,,,,,
1999-05-16,50.0,12856184.0,Side Man,John Golden Theatre,85906,308686,31.28,60,2746,805,0.4264,8,0,,,,,,,1,0,,,,,
1999-05-23,51.0,13127814.0,Side Man,John Golden Theatre,78132,308686,31.66,60,2468,805,0.3832,8,0,,,,,,,1,0,,,,,
1999-05-30,52.0,12710139.0,Side Man,John Golden Theatre,93077,308686,30.84,60,3018,805,0.4686,8,0,,,,,,,1,0,,,,,
1999-06-06,1.0,11395108.0,Side Man,John Golden Theatre,79618,308686,33.81,60,2355,805,0.3657,8,0,,,,,,,1,0,,,,,
1999-06-13,2.0,12401995.0,Side Man,John Golden Theatre,153380,308686,33.73,60,4547,805,0.7061,8,0,,,,,,,1,0,,,,,
1999-06-20,3.0,11566274.0,Side Man,John Golden Theatre,163511,308686,33.07,60,4945,805,0.7679,8,0,,,,,,,1,0,,,,,
1999-06-27,4.0,11609306.0,Side Man,John Golden Theatre,189449,308686,35.26,60,5373,805,0.8343,8,0,,,,,,,1,0,,,,,
1999-07-04,5.0,9542931.0,Side Man,John Golden Theatre,187708,308686,32.9,60,5706,805,0.886,8,0,,,,,,,1,0,,,,,
1999-07-11,6.0,10451869.0,Side Man,John Golden Theatre,172881,308686,33.21,60,5206,805,0.8084,8,0,,,,,,,1,0,,,,,
1999-07-18,7.0,10927895.0,Side Man,John Golden Theatre,217688,308686,38.49,60,5655,805,0.8781,8,0,,,,,,,1,0,,,,,
1999-07-25,8.0,10015649.0,Side Man,John Golden Theatre,153337,308686,34.75,60,4413,805,0.6852,8,0,,,,,,,1,0,,,,,
1999-08-01,9.0,9969695.0,Side Man,John Golden Theatre,156664,308686,34.42,60,4552,805,0.7068,8,0,,,,,,,1,0,,,,,
1999-08-08,10.0,10410887.0,Side Man,John Golden Theatre,151382,308686,34.09,60,4441,805,0.6896,8,0,,,,,,,1,0,,,,,
